Group,Country,Country_Code,Year,Population
ASEAN,Malaysia,MYS,1960,7956197
ASEAN,Malaysia,MYS,1961,8164443
ASEAN,Malaysia,MYS,1962,8380172
ASEAN,Malaysia,MYS,1963,8602160
ASEAN,Malaysia,MYS,1964,8828406
ASEAN,Malaysia,MYS,1965,9056408
ASEAN,Malaysia,MYS,1966,9284688
ASEAN,Malaysia,MYS,1967,9507099
ASEAN,Malaysia,MYS,1968,9725281
ASEAN,Malaysia,MYS,1969,9947597
ASEAN,Malaysia,MYS,1970,10178802
ASEAN,Malaysia,MYS,1971,10423453
ASEAN,Malaysia,MYS,1972,10676835
ASEAN,Malaysia,MYS,1973,10935621
ASEAN,Malaysia,MYS,1974,11200906
ASEAN,Malaysia,MYS,1975,11471914
ASEAN,Malaysia,MYS,1976,11750097
ASEAN,Malaysia,MYS,1977,12035713
ASEAN,Malaysia,MYS,1978,12328157
ASEAN,Malaysia,MYS,1979,12627862
ASEAN,Malaysia,MYS,1980,12983363
ASEAN,Malaysia,MYS,1981,13399203
ASEAN,Malaysia,MYS,1982,13832798
ASEAN,Malaysia,MYS,1983,14285907
ASEAN,Malaysia,MYS,1984,14759009
ASEAN,Malaysia,MYS,1985,15252258
ASEAN,Malaysia,MYS,1986,15760419
ASEAN,Malaysia,MYS,1987,16276737
ASEAN,Malaysia,MYS,1988,16796605
ASEAN,Malaysia,MYS,1989,17314997
ASEAN,Malaysia,MYS,1990,17833171
ASEAN,Malaysia,MYS,1991,18342464
ASEAN,Malaysia,MYS,1992,18834572
ASEAN,Malaysia,MYS,1993,19322664
ASEAN,Malaysia,MYS,1994,19820446
ASEAN,Malaysia,MYS,1995,20330599
ASEAN,Malaysia,MYS,1996,20850087
ASEAN,Malaysia,MYS,1997,21375218
ASEAN,Malaysia,MYS,1998,21906713
ASEAN,Malaysia,MYS,1999,22435531
ASEAN,Malaysia,MYS,2000,22967816
ASEAN,Malaysia,MYS,2001,23526538
ASEAN,Malaysia,MYS,2002,24102477
ASEAN,Malaysia,MYS,2003,24679602
ASEAN,Malaysia,MYS,2004,25256772
ASEAN,Malaysia,MYS,2005,25836071
ASEAN,Malaysia,MYS,2006,26417909
ASEAN,Malaysia,MYS,2007,26998389
ASEAN,Malaysia,MYS,2008,27570059
ASEAN,Malaysia,MYS,2009,28124778
ASEAN,Malaysia,MYS,2010,28655776
ASEAN,Malaysia,MYS,2011,29162039
ASEAN,Malaysia,MYS,2012,29662831
ASEAN,Malaysia,MYS,2013,30174265
ASEAN,Malaysia,MYS,2014,30696137
ASEAN,Malaysia,MYS,2015,31232798
ASEAN,Malaysia,MYS,2016,31789685
ASEAN,Malaysia,MYS,2017,32355644
ASEAN,Malaysia,MYS,2018,32910967
ASEAN,Malaysia,MYS,2019,33440596
ASEAN,Malaysia,MYS,2020,33889558
ASEAN,Malaysia,MYS,2021,34282399
ASEAN,Malaysia,MYS,2022,34695493
ASEAN,Malaysia,MYS,2023,35126298
ASEAN,Malaysia,MYS,2024,35557673
ASEAN,Myanmar,MMR,1960,21730250
ASEAN,Myanmar,MMR,1961,22210581
ASEAN,Myanmar,MMR,1962,22704719
ASEAN,Myanmar,MMR,1963,23213408
ASEAN,Myanmar,MMR,1964,23737315
ASEAN,Myanmar,MMR,1965,24279431
ASEAN,Myanmar,MMR,1966,24836496
ASEAN,Myanmar,MMR,1967,25406429
ASEAN,Myanmar,MMR,1968,25989662
ASEAN,Myanmar,MMR,1969,26585112
ASEAN,Myanmar,MMR,1970,27193016
ASEAN,Myanmar,MMR,1971,27807219
ASEAN,Myanmar,MMR,1972,28428324
ASEAN,Myanmar,MMR,1973,29026388
ASEAN,Myanmar,MMR,1974,29598167
ASEAN,Myanmar,MMR,1975,30176565
ASEAN,Myanmar,MMR,1976,30758811
ASEAN,Myanmar,MMR,1977,31355966
ASEAN,Myanmar,MMR,1978,31972976
ASEAN,Myanmar,MMR,1979,32596550
ASEAN,Myanmar,MMR,1980,33227204
ASEAN,Myanmar,MMR,1981,33858783
ASEAN,Myanmar,MMR,1982,34482965
ASEAN,Myanmar,MMR,1983,35162715
ASEAN,Myanmar,MMR,1984,35899313
ASEAN,Myanmar,MMR,1985,36622827
ASEAN,Myanmar,MMR,1986,37314878
ASEAN,Myanmar,MMR,1987,37971594
ASEAN,Myanmar,MMR,1988,38600927
ASEAN,Myanmar,MMR,1989,39214618
ASEAN,Myanmar,MMR,1990,39817251
ASEAN,Myanmar,MMR,1991,40394154
ASEAN,Myanmar,MMR,1992,40950342
ASEAN,Myanmar,MMR,1993,41502429
ASEAN,Myanmar,MMR,1994,42055143
ASEAN,Myanmar,MMR,1995,42605338
ASEAN,Myanmar,MMR,1996,43154860
ASEAN,Myanmar,MMR,1997,43708798
ASEAN,Myanmar,MMR,1998,44257793
ASEAN,Myanmar,MMR,1999,44787724
ASEAN,Myanmar,MMR,2000,45290841
ASEAN,Myanmar,MMR,2001,45771139
ASEAN,Myanmar,MMR,2002,46232653
ASEAN,Myanmar,MMR,2003,46667192
ASEAN,Myanmar,MMR,2004,47068772
ASEAN,Myanmar,MMR,2005,47438365
ASEAN,Myanmar,MMR,2006,47785135
ASEAN,Myanmar,MMR,2007,48125043
ASEAN,Myanmar,MMR,2008,48390793
ASEAN,Myanmar,MMR,2009,48660459
ASEAN,Myanmar,MMR,2010,49024382
ASEAN,Myanmar,MMR,2011,49419820
ASEAN,Myanmar,MMR,2012,49837446
ASEAN,Myanmar,MMR,2013,50262658
ASEAN,Myanmar,MMR,2014,50681634
ASEAN,Myanmar,MMR,2015,51089056
ASEAN,Myanmar,MMR,2016,51495696
ASEAN,Myanmar,MMR,2017,51894938
ASEAN,Myanmar,MMR,2018,52272247
ASEAN,Myanmar,MMR,2019,52640713
ASEAN,Myanmar,MMR,2020,53016522
ASEAN,Myanmar,MMR,2021,53387102
ASEAN,Myanmar,MMR,2022,53756787
ASEAN,Myanmar,MMR,2023,54133798
ASEAN,Myanmar,MMR,2024,54500091
ASEAN,Philippines,PHL,1960,27891897
ASEAN,Philippines,PHL,1961,28792621
ASEAN,Philippines,PHL,1962,29723536
ASEAN,Philippines,PHL,1963,30674731
ASEAN,Philippines,PHL,1964,31643032
ASEAN,Philippines,PHL,1965,32625316
ASEAN,Philippines,PHL,1966,33617170
ASEAN,Philippines,PHL,1967,34621320
ASEAN,Philippines,PHL,1968,35638342
ASEAN,Philippines,PHL,1969,36660799
ASEAN,Philippines,PHL,1970,37622204
ASEAN,Philippines,PHL,1971,38518659
ASEAN,Philippines,PHL,1972,39408560
ASEAN,Philippines,PHL,1973,40294130
ASEAN,Philippines,PHL,1974,41174341
ASEAN,Philippines,PHL,1975,42120826
ASEAN,Philippines,PHL,1976,43201488
ASEAN,Philippines,PHL,1977,44367962
ASEAN,Philippines,PHL,1978,45575281
ASEAN,Philippines,PHL,1979,46807103
ASEAN,Philippines,PHL,1980,48043740
ASEAN,Philippines,PHL,1981,49311727
ASEAN,Philippines,PHL,1982,50695707
ASEAN,Philippines,PHL,1983,52194620
ASEAN,Philippines,PHL,1984,53726181
ASEAN,Philippines,PHL,1985,55213006
ASEAN,Philippines,PHL,1986,56645077
ASEAN,Philippines,PHL,1987,58157496
ASEAN,Philippines,PHL,1988,59739052
ASEAN,Philippines,PHL,1989,61265260
ASEAN,Philippines,PHL,1990,62854666
ASEAN,Philippines,PHL,1991,64382249
ASEAN,Philippines,PHL,1992,65926125
ASEAN,Philippines,PHL,1993,67530621
ASEAN,Philippines,PHL,1994,69019291
ASEAN,Philippines,PHL,1995,70546246
ASEAN,Philippines,PHL,1996,72190242
ASEAN,Philippines,PHL,1997,73908810
ASEAN,Philippines,PHL,1998,75791024
ASEAN,Philippines,PHL,1999,77753257
ASEAN,Philippines,PHL,2000,79625397
ASEAN,Philippines,PHL,2001,81401488
ASEAN,Philippines,PHL,2002,83068889
ASEAN,Philippines,PHL,2003,84731835
ASEAN,Philippines,PHL,2004,86394504
ASEAN,Philippines,PHL,2005,88015962
ASEAN,Philippines,PHL,2006,89508986
ASEAN,Philippines,PHL,2007,91075184
ASEAN,Philippines,PHL,2008,92699095
ASEAN,Philippines,PHL,2009,94384250
ASEAN,Philippines,PHL,2010,96337125
ASEAN,Philippines,PHL,2011,98248614
ASEAN,Philippines,PHL,2012,100175512
ASEAN,Philippines,PHL,2013,102076336
ASEAN,Philippines,PHL,2014,103767130
ASEAN,Philippines,PHL,2015,105312992
ASEAN,Philippines,PHL,2016,106735719
ASEAN,Philippines,PHL,2017,108119693
ASEAN,Philippines,PHL,2018,109465287
ASEAN,Philippines,PHL,2019,110804683
ASEAN,Philippines,PHL,2020,112081264
ASEAN,Philippines,PHL,2021,113100950
ASEAN,Philippines,PHL,2022,113964338
ASEAN,Philippines,PHL,2023,114891199
ASEAN,Philippines,PHL,2024,115843670
ASEAN,Singapore,SGP,1960,1646400
ASEAN,Singapore,SGP,1961,1702400
ASEAN,Singapore,SGP,1962,1750200
ASEAN,Singapore,SGP,1963,1795000
ASEAN,Singapore,SGP,1964,1841600
ASEAN,Singapore,SGP,1965,1886900
ASEAN,Singapore,SGP,1966,1934400
ASEAN,Singapore,SGP,1967,1977600
ASEAN,Singapore,SGP,1968,2012000
ASEAN,Singapore,SGP,1969,2042500
ASEAN,Singapore,SGP,1970,2074507
ASEAN,Singapore,SGP,1971,2112900
ASEAN,Singapore,SGP,1972,2152400
ASEAN,Singapore,SGP,1973,2193000
ASEAN,Singapore,SGP,1974,2229800
ASEAN,Singapore,SGP,1975,2262600
ASEAN,Singapore,SGP,1976,2293300
ASEAN,Singapore,SGP,1977,2325300
ASEAN,Singapore,SGP,1978,2353600
ASEAN,Singapore,SGP,1979,2383500
ASEAN,Singapore,SGP,1980,2413945
ASEAN,Singapore,SGP,1981,2532835
ASEAN,Singapore,SGP,1982,2646466
ASEAN,Singapore,SGP,1983,2681061
ASEAN,Singapore,SGP,1984,2732221
ASEAN,Singapore,SGP,1985,2735957
ASEAN,Singapore,SGP,1986,2733373
ASEAN,Singapore,SGP,1987,2774789
ASEAN,Singapore,SGP,1988,2846108
ASEAN,Singapore,SGP,1989,2930901
ASEAN,Singapore,SGP,1990,3047132
ASEAN,Singapore,SGP,1991,3135083
ASEAN,Singapore,SGP,1992,3230698
ASEAN,Singapore,SGP,1993,3313471
ASEAN,Singapore,SGP,1994,3419048
ASEAN,Singapore,SGP,1995,3524506
ASEAN,Singapore,SGP,1996,3670704
ASEAN,Singapore,SGP,1997,3796038
ASEAN,Singapore,SGP,1998,3927213
ASEAN,Singapore,SGP,1999,3958723
ASEAN,Singapore,SGP,2000,4027887
ASEAN,Singapore,SGP,2001,4138012
ASEAN,Singapore,SGP,2002,4175950
ASEAN,Singapore,SGP,2003,4114826
ASEAN,Singapore,SGP,2004,4166664
ASEAN,Singapore,SGP,2005,4265762
ASEAN,Singapore,SGP,2006,4401365
ASEAN,Singapore,SGP,2007,4588599
ASEAN,Singapore,SGP,2008,4839396
ASEAN,Singapore,SGP,2009,4987573
ASEAN,Singapore,SGP,2010,5076732
ASEAN,Singapore,SGP,2011,5183688
ASEAN,Singapore,SGP,2012,5312437
ASEAN,Singapore,SGP,2013,5399162
ASEAN,Singapore,SGP,2014,5469724
ASEAN,Singapore,SGP,2015,5535002
ASEAN,Singapore,SGP,2016,5607283
ASEAN,Singapore,SGP,2017,5612253
ASEAN,Singapore,SGP,2018,5638676
ASEAN,Singapore,SGP,2019,5703569
ASEAN,Singapore,SGP,2020,5685807
ASEAN,Singapore,SGP,2021,5453566
ASEAN,Singapore,SGP,2022,5637022
ASEAN,Singapore,SGP,2023,5917648
ASEAN,Singapore,SGP,2024,6036860
ASEAN,Thailand,THA,1960,26851747
ASEAN,Thailand,THA,1961,27650334
ASEAN,Thailand,THA,1962,28481040
ASEAN,Thailand,THA,1963,29342322
ASEAN,Thailand,THA,1964,30232141
ASEAN,Thailand,THA,1965,31149337
ASEAN,Thailand,THA,1966,32086071
ASEAN,Thailand,THA,1967,33037801
ASEAN,Thailand,THA,1968,34002560
ASEAN,Thailand,THA,1969,34973782
ASEAN,Thailand,THA,1970,35954408
ASEAN,Thailand,THA,1971,36937387
ASEAN,Thailand,THA,1972,37933929
ASEAN,Thailand,THA,1973,38947787
ASEAN,Thailand,THA,1974,39952891
ASEAN,Thailand,THA,1975,40940005
ASEAN,Thailand,THA,1976,41896504
ASEAN,Thailand,THA,1977,42843974
ASEAN,Thailand,THA,1978,43788976
ASEAN,Thailand,THA,1979,44718434
ASEAN,Thailand,THA,1980,45650022
ASEAN,Thailand,THA,1981,46575855
ASEAN,Thailand,THA,1982,47494577
ASEAN,Thailand,THA,1983,48423309
ASEAN,Thailand,THA,1984,49351708
ASEAN,Thailand,THA,1985,50270753
ASEAN,Thailand,THA,1986,51177834
ASEAN,Thailand,THA,1987,52074105
ASEAN,Thailand,THA,1988,52969595
ASEAN,Thailand,THA,1989,53848956
ASEAN,Thailand,THA,1990,54738329
ASEAN,Thailand,THA,1991,55637434
ASEAN,Thailand,THA,1992,56528834
ASEAN,Thailand,THA,1993,57408198
ASEAN,Thailand,THA,1994,58260854
ASEAN,Thailand,THA,1995,59098232
ASEAN,Thailand,THA,1996,59920064
ASEAN,Thailand,THA,1997,60724584
ASEAN,Thailand,THA,1998,61522630
ASEAN,Thailand,THA,1999,62299043
ASEAN,Thailand,THA,2000,63007815
ASEAN,Thailand,THA,2001,63651141
ASEAN,Thailand,THA,2002,64266437
ASEAN,Thailand,THA,2003,64868166
ASEAN,Thailand,THA,2004,65452047
ASEAN,Thailand,THA,2005,66017420
ASEAN,Thailand,THA,2006,66567687
ASEAN,Thailand,THA,2007,67102394
ASEAN,Thailand,THA,2008,67619830
ASEAN,Thailand,THA,2009,68121080
ASEAN,Thailand,THA,2010,68579447
ASEAN,Thailand,THA,2011,69007208
ASEAN,Thailand,THA,2012,69436098
ASEAN,Thailand,THA,2013,69845114
ASEAN,Thailand,THA,2014,70216367
ASEAN,Thailand,THA,2015,70540795
ASEAN,Thailand,THA,2016,70859841
ASEAN,Thailand,THA,2017,71160187
ASEAN,Thailand,THA,2018,71376079
ASEAN,Thailand,THA,2019,71522271
ASEAN,Thailand,THA,2020,71641484
ASEAN,Thailand,THA,2021,71727332
ASEAN,Thailand,THA,2022,71735329
ASEAN,Thailand,THA,2023,71702435
ASEAN,Thailand,THA,2024,71668011
ASEAN,Timor-Leste,TLS,1960,468118
ASEAN,Timor-Leste,TLS,1961,475291
ASEAN,Timor-Leste,TLS,1962,482774
ASEAN,Timor-Leste,TLS,1963,490564
ASEAN,Timor-Leste,TLS,1964,498659
ASEAN,Timor-Leste,TLS,1965,507034
ASEAN,Timor-Leste,TLS,1966,515696
ASEAN,Timor-Leste,TLS,1967,524648
ASEAN,Timor-Leste,TLS,1968,533875
ASEAN,Timor-Leste,TLS,1969,543356
ASEAN,Timor-Leste,TLS,1970,553069
ASEAN,Timor-Leste,TLS,1971,562966
ASEAN,Timor-Leste,TLS,1972,572962
ASEAN,Timor-Leste,TLS,1973,582855
ASEAN,Timor-Leste,TLS,1974,590827
ASEAN,Timor-Leste,TLS,1975,598158
ASEAN,Timor-Leste,TLS,1976,607620
ASEAN,Timor-Leste,TLS,1977,618315
ASEAN,Timor-Leste,TLS,1978,628775
ASEAN,Timor-Leste,TLS,1979,638719
ASEAN,Timor-Leste,TLS,1980,649871
ASEAN,Timor-Leste,TLS,1981,660493
ASEAN,Timor-Leste,TLS,1982,669149
ASEAN,Timor-Leste,TLS,1983,677707
ASEAN,Timor-Leste,TLS,1984,686777
ASEAN,Timor-Leste,TLS,1985,696665
ASEAN,Timor-Leste,TLS,1986,707185
ASEAN,Timor-Leste,TLS,1987,718476
ASEAN,Timor-Leste,TLS,1988,730745
ASEAN,Timor-Leste,TLS,1989,744856
ASEAN,Timor-Leste,TLS,1990,760345
ASEAN,Timor-Leste,TLS,1991,778278
ASEAN,Timor-Leste,TLS,1992,799318
ASEAN,Timor-Leste,TLS,1993,821437
ASEAN,Timor-Leste,TLS,1994,844493
ASEAN,Timor-Leste,TLS,1995,868146
ASEAN,Timor-Leste,TLS,1996,892282
ASEAN,Timor-Leste,TLS,1997,917184
ASEAN,Timor-Leste,TLS,1998,942530
ASEAN,Timor-Leste,TLS,1999,834697
ASEAN,Timor-Leste,TLS,2000,745088
ASEAN,Timor-Leste,TLS,2001,812249
ASEAN,Timor-Leste,TLS,2002,879159
ASEAN,Timor-Leste,TLS,2003,916878
ASEAN,Timor-Leste,TLS,2004,929074
ASEAN,Timor-Leste,TLS,2005,948311
ASEAN,Timor-Leste,TLS,2006,976597
ASEAN,Timor-Leste,TLS,2007,1004889
ASEAN,Timor-Leste,TLS,2008,1032429
ASEAN,Timor-Leste,TLS,2009,1058782
ASEAN,Timor-Leste,TLS,2010,1084679
ASEAN,Timor-Leste,TLS,2011,1110207
ASEAN,Timor-Leste,TLS,2012,1134885
ASEAN,Timor-Leste,TLS,2013,1158695
ASEAN,Timor-Leste,TLS,2014,1181903
ASEAN,Timor-Leste,TLS,2015,1205131
ASEAN,Timor-Leste,TLS,2016,1228312
ASEAN,Timor-Leste,TLS,2017,1251703
ASEAN,Timor-Leste,TLS,2018,1275959
ASEAN,Timor-Leste,TLS,2019,1300945
ASEAN,Timor-Leste,TLS,2020,1326053
ASEAN,Timor-Leste,TLS,2021,1350139
ASEAN,Timor-Leste,TLS,2022,1369295
ASEAN,Timor-Leste,TLS,2023,1384286
ASEAN,Timor-Leste,TLS,2024,1400638
ASEAN,Viet Nam,VNM,1960,32531933
ASEAN,Viet Nam,VNM,1961,33409059
ASEAN,Viet Nam,VNM,1962,34288560
ASEAN,Viet Nam,VNM,1963,35249101
ASEAN,Viet Nam,VNM,1964,36201563
ASEAN,Viet Nam,VNM,1965,37129656
ASEAN,Viet Nam,VNM,1966,38024836
ASEAN,Viet Nam,VNM,1967,38895080
ASEAN,Viet Nam,VNM,1968,39734609
ASEAN,Viet Nam,VNM,1969,40582096
ASEAN,Viet Nam,VNM,1970,41475230
ASEAN,Viet Nam,VNM,1971,42449276
ASEAN,Viet Nam,VNM,1972,43429168
ASEAN,Viet Nam,VNM,1973,44409861
ASEAN,Viet Nam,VNM,1974,45413537
ASEAN,Viet Nam,VNM,1975,46482903
ASEAN,Viet Nam,VNM,1976,47684931
ASEAN,Viet Nam,VNM,1977,48954872
ASEAN,Viet Nam,VNM,1978,50249552
ASEAN,Viet Nam,VNM,1979,51378211
ASEAN,Viet Nam,VNM,1980,52490101
ASEAN,Viet Nam,VNM,1981,53738141
ASEAN,Viet Nam,VNM,1982,55011289
ASEAN,Viet Nam,VNM,1983,56337921
ASEAN,Viet Nam,VNM,1984,57706067
ASEAN,Viet Nam,VNM,1985,59060622
ASEAN,Viet Nam,VNM,1986,60347048
ASEAN,Viet Nam,VNM,1987,61584651
ASEAN,Viet Nam,VNM,1988,62843228
ASEAN,Viet Nam,VNM,1989,64147348
ASEAN,Viet Nam,VNM,1990,65504552
ASEAN,Viet Nam,VNM,1991,66891775
ASEAN,Viet Nam,VNM,1992,68260337
ASEAN,Viet Nam,VNM,1993,69586384
ASEAN,Viet Nam,VNM,1994,70854391
ASEAN,Viet Nam,VNM,1995,72049940
ASEAN,Viet Nam,VNM,1996,73156447
ASEAN,Viet Nam,VNM,1997,74226889
ASEAN,Viet Nam,VNM,1998,75299660
ASEAN,Viet Nam,VNM,1999,76287452
ASEAN,Viet Nam,VNM,2000,77154011
ASEAN,Viet Nam,VNM,2001,77969361
ASEAN,Viet Nam,VNM,2002,78772224
ASEAN,Viet Nam,VNM,2003,79563777
ASEAN,Viet Nam,VNM,2004,80338971
ASEAN,Viet Nam,VNM,2005,81088313
ASEAN,Viet Nam,VNM,2006,82167897
ASEAN,Viet Nam,VNM,2007,83633375
ASEAN,Viet Nam,VNM,2008,85175788
ASEAN,Viet Nam,VNM,2009,86460018
ASEAN,Viet Nam,VNM,2010,87455152
ASEAN,Viet Nam,VNM,2011,88468314
ASEAN,Viet Nam,VNM,2012,89510356
ASEAN,Viet Nam,VNM,2013,90573104
ASEAN,Viet Nam,VNM,2014,91679578
ASEAN,Viet Nam,VNM,2015,92823254
ASEAN,Viet Nam,VNM,2016,94000117
ASEAN,Viet Nam,VNM,2017,95176977
ASEAN,Viet Nam,VNM,2018,96237319
ASEAN,Viet Nam,VNM,2019,97173776
ASEAN,Viet Nam,VNM,2020,98079191
ASEAN,Viet Nam,VNM,2021,98935098
ASEAN,Viet Nam,VNM,2022,99680655
ASEAN,Viet Nam,VNM,2023,100352192
ASEAN,Viet Nam,VNM,2024,100987686
